post_id,platform,timestamp,text,likes,comments,shares,impressions,clicks,followers
POST_00380,facebook,2024-01-08 09:27:00,How we grew 3x using content marketing techniques. #Tech #SocialMedia #GrowthHacking #DataScience,295,54,43,5185,163,13985
POST_00381,instagram,2024-01-08 19:36:00,Lessons learned from 1 year of data science. #SocialMedia #MachineLearning #Tech #DataScience,126,33,12,4911,181,31837
POST_00382,linkedin,2024-01-08 18:11:00,Lessons learned from 1 year of growth hacking. #SocialMedia #AI #MachineLearning,73,6,8,1748,45,8398
POST_00383,facebook,2024-01-07 20:06:00,Lessons learned from 1 year of data science. #Productivity #MachineLearning #StartupLife,229,25,9,8609,188,27267
POST_00384,instagram,2024-01-07 09:21:00,Why machine learning is transforming the industry in 2024. #Tech #GrowthHacking #Python,963,219,124,15607,140,44424
POST_00385,twitter,2024-01-07 19:20:00,5 tips to improve your brand storytelling strategy today. #StartupLife #ContentMarketing,266,64,18,3977,88,40207
POST_00386,instagram,2024-01-07 08:05:00,Big news: we've crossed 10k users with our content marketing platform. #AI #DataScience #Productivity #Python,358,36,47,8684,134,26557
POST_00387,facebook,2024-01-06 14:58:00,Thread: everything you need to know about growth hacking in 2024. #Tech #AI,58,15,8,4058,20,9359
POST_00388,linkedin,2024-01-06 20:52:00,Thread: everything you need to know about data science in 2024. #AI #Python #ContentMarketing,298,43,27,8107,228,41974
POST_00389,instagram,2024-01-06 19:08:00,Why machine learning is transforming the industry in 2024. #ContentMarketing #DataScience #StartupLife,29,2,3,541,15,9800
POST_00390,instagram,2024-01-06 10:05:00,Lessons learned from 1 year of machine learning. #Tech #ContentMarketing #DataScience,558,81,27,8281,164,34385
POST_00391,facebook,2024-01-06 08:36:00,How we grew 3x using social media techniques. #Productivity #StartupLife #ContentMarketing #Tech,77,17,2,1564,34,3192
POST_00392,linkedin,2024-01-06 09:09:00,Lessons learned from 1 year of brand storytelling. #MachineLearning #Productivity #Tech #SocialMedia,1254,87,128,16244,534,42331
POST_00393,twitter,2024-01-06 14:39:00,Lessons learned from 1 year of growth hacking. #AI #SocialMedia #Productivity #StartupLife,579,167,71,14682,222,38615
POST_00394,linkedin,2024-01-06 08:44:00,Excited to share our latest work on product development! #SocialMedia #DataScience #innovation,1453,299,83,21815,172,44012
POST_00395,linkedin,2024-01-05 09:54:00,Big news: we've crossed 10k users with our product development platform. #Tech #StartupLife,17,1,1,1005,10,17839
POST_00396,instagram,2024-01-05 19:23:00,Excited to share our latest work on product development! #Python #SocialMedia #DataScience #ContentMarketing #innovation,898,178,113,11565,396,23468
POST_00397,facebook,2024-01-05 18:49:00,How we grew 3x using social media techniques. #SocialMedia #DataScience #Python #StartupLife,97,7,4,1545,29,4560
POST_00398,instagram,2024-01-05 14:30:00,Thread: everything you need to know about machine learning in 2024. #ContentMarketing #SocialMedia #StartupLife #MachineLearning,20,2,1,319,7,1777
POST_00399,linkedin,2024-01-05 08:06:00,5 tips to improve your machine learning strategy today. #StartupLife #GrowthHacking #Tech #DataScience,228,55,26,6108,187,17734
POST_00400,linkedin,2024-01-05 12:33:00,5 tips to improve your content marketing strategy today. #Productivity #AI #Tech,19,4,1,419,12,1783
POST_00401,twitter,2024-01-05 14:12:00,5 tips to improve your AI strategy today. #MachineLearning #AI #Python #StartupLife,365,73,25,22801,723,47404
POST_00402,twitter,2024-01-04 10:57:00,Lessons learned from 1 year of content marketing. #StartupLife #SocialMedia #MachineLearning,442,95,53,7572,106,19113
POST_00403,twitter,2024-01-04 09:17:00,Big news: we've crossed 10k users with our machine learning platform. #GrowthHacking #AI #StartupLife,139,39,13,3142,35,12660
POST_00404,instagram,2024-01-04 19:06:00,Lessons learned from 1 year of machine learning. #Tech #MachineLearning,99,6,11,7974,256,47884
POST_00405,facebook,2024-01-04 08:57:00,Why content marketing is transforming the industry in 2024. #AI #Tech #ContentMarketing #DataScience,347,17,38,9301,297,46878
POST_00406,facebook,2024-01-04 19:27:00,Lessons learned from 1 year of data science. #Python #AI #ContentMarketing #GrowthHacking,205,28,22,2729,51,8943
POST_00407,linkedin,2024-01-04 09:23:00,Excited to share our latest work on data science! #StartupLife #Python #DataScience #innovation,281,41,9,9091,264,26176
POST_00408,facebook,2024-01-04 19:05:00,Excited to share our latest work on social media! #AI #Python #innovation,640,94,78,24005,660,48168
POST_00409,facebook,2024-01-04 19:34:00,How we grew 3x using AI techniques. #GrowthHacking #AI,61,15,6,3342,70,48252
POST_00410,instagram,2024-01-03 20:09:00,Excited to share our latest work on data science! #DataScience #SocialMedia #innovation,778,86,81,14608,80,31881
POST_00411,linkedin,2024-01-03 08:57:00,5 tips to improve your data science strategy today. #Tech #DataScience #MachineLearning,153,16,19,2321,46,8482
POST_00412,twitter,2024-01-03 18:20:00,How we grew 3x using content marketing techniques. #Python #AI #DataScience,10,1,1,536,13,5143
POST_00413,twitter,2024-01-03 19:15:00,Why content marketing is transforming the industry in 2024. #Tech #ContentMarketing,14,0,1,902,26,2024
POST_00414,facebook,2024-01-03 14:26:00,Lessons learned from 1 year of content marketing. #DataScience #StartupLife,98,21,9,4414,132,28002
POST_00415,linkedin,2024-01-03 09:40:00,Our team just launched a new growth hacking tool — check it out! #AI #Productivity #Python,336,68,44,4297,169,8700
POST_00416,facebook,2024-01-03 20:14:00,Why social media is transforming the industry in 2024. #AI #Python #MachineLearning,1455,253,59,19726,735,45908
POST_00417,linkedin,2024-01-03 08:41:00,How we grew 3x using product development techniques. #ContentMarketing #StartupLife,1077,65,125,17079,638,41423
POST_00418,twitter,2024-01-02 10:50:00,Lessons learned from 1 year of brand storytelling. #MachineLearning #Tech #Python #GrowthHacking,487,115,66,12386,161,39843
POST_00419,instagram,2024-01-02 09:20:00,Thread: everything you need to know about data science in 2024. #ContentMarketing #Python,65,4,4,1284,16,15461
POST_00420,facebook,2024-01-02 19:11:00,How we grew 3x using growth hacking techniques. #SocialMedia #Python,49,10,1,2632,25,18674
POST_00421,facebook,2024-01-02 19:29:00,Why content marketing is transforming the industry in 2024. #Python #StartupLife #DataScience,1321,94,173,18920,418,38887
POST_00422,facebook,2024-01-01 19:53:00,Our team just launched a new product development tool — check it out! #ContentMarketing #Python,140,39,20,5509,203,22449
POST_00423,twitter,2024-01-01 08:26:00,Thread: everything you need to know about AI in 2024. #Productivity #AI #ContentMarketing,789,58,66,13429,106,32409
POST_00424,facebook,2024-01-01 08:44:00,Our team just launched a new social media tool — check it out! #GrowthHacking #StartupLife,241,52,9,21701,457,43443
POST_00425,facebook,2024-01-01 08:29:00,Lessons learned from 1 year of content marketing. #ContentMarketing #DataScience #GrowthHacking #SocialMedia,1108,74,150,15790,262,47130
POST_00426,linkedin,2023-12-31 14:27:00,How we grew 3x using social media techniques. #MachineLearning #GrowthHacking #AI #StartupLife,15,3,1,437,4,4379
POST_00427,twitter,2023-12-31 20:45:00,5 tips to improve your social media strategy today. #GrowthHacking #Python,874,170,126,11550,142,43535
POST_00428,linkedin,2023-12-31 12:20:00,How we grew 3x using product development techniques. #ContentMarketing #StartupLife #AI #SocialMedia,270,69,21,5990,141,23624
POST_00429,linkedin,2023-12-30 14:28:00,5 tips to improve your data science strategy today. #SocialMedia #MachineLearning,364,105,12,12079,177,26603
POST_00430,instagram,2023-12-30 10:31:00,Why social media is transforming the industry in 2024. #AI #StartupLife #ContentMarketing #GrowthHacking,271,57,15,6604,47,32057
POST_00431,linkedin,2023-12-30 12:53:00,Lessons learned from 1 year of machine learning. #GrowthHacking #Tech #SocialMedia #StartupLife,111,27,4,5794,81,31015
POST_00432,linkedin,2023-12-30 19:23:00,Lessons learned from 1 year of AI. #GrowthHacking #StartupLife,83,15,3,3908,43,11902
POST_00433,instagram,2023-12-30 10:10:00,Lessons learned from 1 year of data science. #GrowthHacking #DataScience,95,21,10,3908,153,18066
POST_00434,facebook,2023-12-30 10:23:00,Lessons learned from 1 year of content marketing. #StartupLife #MachineLearning #AI #Python,375,33,54,5016,120,10527
POST_00435,linkedin,2023-12-30 20:21:00,How we grew 3x using brand storytelling techniques. #Tech #DataScience #SocialMedia,202,12,21,4641,42,46163
POST_00436,instagram,2023-12-29 18:39:00,Our team just launched a new brand storytelling tool — check it out! #MachineLearning #GrowthHacking #AI,728,176,33,11256,89,39235
POST_00437,twitter,2023-12-29 19:43:00,Excited to share our latest work on machine learning! #SocialMedia #GrowthHacking #innovation,193,50,13,9497,171,44697
POST_00438,linkedin,2023-12-29 14:22:00,Lessons learned from 1 year of product development. #Productivity #MachineLearning #Python,1632,199,203,24632,959,49596
POST_00439,twitter,2023-12-28 18:08:00,How we grew 3x using content marketing techniques. #StartupLife #SocialMedia,128,18,2,2505,68,5332
POST_00440,instagram,2023-12-28 14:26:00,Thread: everything you need to know about brand storytelling in 2024. #Tech #DataScience #Python #MachineLearning,77,19,9,5975,93,19970
POST_00441,facebook,2023-12-28 20:47:00,Big news: we've crossed 10k users with our social media platform. #AI #DataScience,678,113,71,9926,359,20671
POST_00442,facebook,2023-12-28 18:11:00,Lessons learned from 1 year of social media. #MachineLearning #StartupLife,60,10,4,1716,24,5372
POST_00443,twitter,2023-12-28 19:44:00,Excited to share our latest work on growth hacking! #Tech #AI #StartupLife #MachineLearning #innovation,146,12,6,2050,29,10577
POST_00444,linkedin,2023-12-28 18:40:00,Our team just launched a new AI tool — check it out! #StartupLife #Productivity #MachineLearning,92,21,8,5584,198,42158
POST_00445,linkedin,2023-12-27 14:17:00,Why data science is transforming the industry in 2024. #Tech #GrowthHacking #DataScience #AI,398,60,55,6174,66,34958
POST_00446,instagram,2023-12-27 12:09:00,Lessons learned from 1 year of social media. #Tech #Productivity #MachineLearning #Python,11,0,0,615,17,6006
POST_00447,facebook,2023-12-27 10:52:00,5 tips to improve your growth hacking strategy today. #StartupLife #AI,98,21,5,1680,20,15572
POST_00448,twitter,2023-12-27 09:27:00,Excited to share our latest work on data science! #SocialMedia #ContentMarketing #innovation,89,15,2,1366,12,13868
POST_00449,twitter,2023-12-27 14:02:00,Our team just launched a new product development tool — check it out! #AI #MachineLearning #Productivity #StartupLife,412,56,13,17997,622,39509
POST_00450,linkedin,2023-12-27 14:37:00,5 tips to improve your growth hacking strategy today. #Productivity #Python,199,36,22,3138,121,7494
POST_00451,twitter,2023-12-27 10:57:00,How we grew 3x using data science techniques. #Productivity #SocialMedia,600,173,26,14737,256,46752
POST_00452,instagram,2023-12-27 18:27:00,Lessons learned from 1 year of social media. #MachineLearning #GrowthHacking #Tech,104,14,5,2336,70,8229
POST_00453,twitter,2023-12-26 17:31:00,Our team just launched a new machine learning tool — check it out! #SocialMedia #StartupLife #Tech,686,107,90,8701,315,37301
POST_00454,linkedin,2023-12-26 19:43:00,Thread: everything you need to know about content marketing in 2024. #SocialMedia #MachineLearning,485,38,34,8472,248,29708
POST_00455,instagram,2023-12-26 09:47:00,Thread: everything you need to know about data science in 2024. #Python #GrowthHacking #Tech,55,9,6,1400,44,9045
POST_00456,facebook,2023-12-25 14:48:00,Big news: we've crossed 10k users with our growth hacking platform. #Tech #ContentMarketing #SocialMedia,74,8,6,4216,113,10658
POST_00457,twitter,2023-12-25 10:01:00,Why AI is transforming the industry in 2024. #SocialMedia #AI,276,34,27,8398,265,26076
POST_00458,facebook,2023-12-25 20:49:00,Lessons learned from 1 year of brand storytelling. #StartupLife #SocialMedia,194,51,17,5717,219,34082
POST_00459,twitter,2023-12-25 08:27:00,Lessons learned from 1 year of machine learning. #GrowthHacking #ContentMarketing #SocialMedia,10,2,0,217,6,3358
POST_00460,instagram,2023-12-25 19:27:00,Lessons learned from 1 year of product development. #ContentMarketing #SocialMedia #MachineLearning #StartupLife,632,105,58,13242,138,44258
POST_00461,linkedin,2023-12-25 08:25:00,Excited to share our latest work on brand storytelling! #ContentMarketing #GrowthHacking #StartupLife #DataScience #innovation,17,2,2,897,22,2844
POST_00462,twitter,2023-12-25 17:24:00,Excited to share our latest work on machine learning! #GrowthHacking #ContentMarketing #Tech #innovation,187,23,5,7089,206,44335
POST_00463,instagram,2023-12-24 09:21:00,Thread: everything you need to know about AI in 2024. #GrowthHacking #AI #SocialMedia #Tech,425,23,34,10766,62,38227
POST_00464,facebook,2023-12-24 17:24:00,Our team just launched a new growth hacking tool — check it out! #MachineLearning #SocialMedia #Tech #GrowthHacking,420,91,17,6295,97,23017
POST_00465,facebook,2023-12-24 18:12:00,Big news: we've crossed 10k users with our data science platform. #Python #StartupLife #Productivity #AI,229,53,7,8909,307,38586
POST_00466,linkedin,2023-12-24 09:37:00,Lessons learned from 1 year of product development. #Tech #Productivity,274,58,16,4185,138,28990
POST_00467,linkedin,2023-12-24 18:42:00,Why social media is transforming the industry in 2024. #ContentMarketing #StartupLife #SocialMedia,34,3,2,737,20,2219
POST_00468,facebook,2023-12-23 19:17:00,Our team just launched a new AI tool — check it out! #Python #GrowthHacking #SocialMedia #MachineLearning,266,69,19,4191,147,10861
POST_00469,instagram,2023-12-23 09:40:00,Our team just launched a new machine learning tool — check it out! #StartupLife #DataScience #Tech,88,5,10,4341,68,27598
POST_00470,facebook,2023-12-23 19:35:00,Why machine learning is transforming the industry in 2024. #AI #Python #DataScience #SocialMedia,31,6,1,483,16,2909
POST_00471,twitter,2023-12-23 19:50:00,5 tips to improve your AI strategy today. #GrowthHacking #StartupLife,715,194,51,12551,431,27673
POST_00472,twitter,2023-12-23 10:15:00,5 tips to improve your data science strategy today. #Tech #Productivity #StartupLife #Python,340,43,43,5311,163,16602
POST_00473,facebook,2023-12-23 12:59:00,Our team just launched a new social media tool — check it out! #MachineLearning #DataScience,130,25,10,4705,85,18992
POST_00474,facebook,2023-12-23 09:20:00,Lessons learned from 1 year of brand storytelling. #Python #StartupLife #DataScience #SocialMedia,325,68,44,10322,64,47902
POST_00475,instagram,2023-12-23 08:44:00,5 tips to improve your product development strategy today. #ContentMarketing #StartupLife #GrowthHacking #Tech,1111,163,153,15868,297,36055
POST_00476,instagram,2023-12-22 14:05:00,How we grew 3x using product development techniques. #DataScience #SocialMedia,124,33,15,10065,381,43233
POST_00477,facebook,2023-12-22 19:47:00,Big news: we've crossed 10k users with our growth hacking platform. #ContentMarketing #MachineLearning #DataScience #GrowthHacking,107,24,9,2730,44,34183
POST_00478,twitter,2023-12-22 08:48:00,Our team just launched a new content marketing tool — check it out! #SocialMedia #DataScience #AI #Python,397,30,20,7907,237,42176
POST_00479,facebook,2023-12-22 10:54:00,Why growth hacking is transforming the industry in 2024. #SocialMedia #DataScience #StartupLife,480,57,14,14592,260,46053
POST_00480,facebook,2023-12-22 18:56:00,Our team just launched a new social media tool — check it out! #AI #Productivity,79,17,3,3335,63,6831
POST_00481,twitter,2023-12-21 14:09:00,Excited to share our latest work on growth hacking! #Tech #MachineLearning #innovation,884,249,112,13784,307,48093
POST_00482,instagram,2023-12-21 12:45:00,Why social media is transforming the industry in 2024. #StartupLife #SocialMedia #ContentMarketing,662,197,37,12741,365,29266
POST_00483,facebook,2023-12-21 18:11:00,Our team just launched a new content marketing tool — check it out! #StartupLife #Tech,287,56,29,10491,83,41480
POST_00484,linkedin,2023-12-21 19:08:00,Big news: we've crossed 10k users with our machine learning platform. #Python #ContentMarketing #Productivity #GrowthHacking,7,0,0,537,19,5787
POST_00485,linkedin,2023-12-21 08:00:00,Excited to share our latest work on machine learning! #ContentMarketing #GrowthHacking #DataScience #innovation,111,19,7,5103,109,39042
POST_00486,facebook,2023-12-21 09:20:00,Why content marketing is transforming the industry in 2024. #MachineLearning #GrowthHacking #AI,1020,241,143,14911,222,33716
POST_00487,linkedin,2023-12-20 14:33:00,Why machine learning is transforming the industry in 2024. #GrowthHacking #SocialMedia,909,226,24,16233,165,37416
POST_00488,twitter,2023-12-20 12:11:00,5 tips to improve your brand storytelling strategy today. #DataScience #SocialMedia #ContentMarketing,79,17,6,2285,50,33434
POST_00489,linkedin,2023-12-20 10:07:00,Why data science is transforming the industry in 2024. #StartupLife #DataScience,713,153,33,14428,576,34340
POST_00490,instagram,2023-12-20 08:33:00,5 tips to improve your machine learning strategy today. #Python #SocialMedia,80,17,5,1390,35,22538
POST_00491,linkedin,2023-12-20 09:53:00,Lessons learned from 1 year of content marketing. #MachineLearning #SocialMedia,295,63,18,10234,66,30756
POST_00492,instagram,2023-12-19 19:20:00,Excited to share our latest work on social media! #StartupLife #GrowthHacking #innovation,311,45,22,4070,45,49745
POST_00493,twitter,2023-12-19 18:05:00,Big news: we've crossed 10k users with our social media platform. #ContentMarketing #Tech,941,75,78,16872,339,43412
POST_00494,instagram,2023-12-19 14:57:00,Lessons learned from 1 year of growth hacking. #MachineLearning #GrowthHacking #Python #SocialMedia,345,53,40,6988,233,26433
POST_00495,facebook,2023-12-19 10:27:00,Lessons learned from 1 year of data science. #Productivity #GrowthHacking,396,35,33,6840,184,45331
POST_00496,linkedin,2023-12-19 20:05:00,Why brand storytelling is transforming the industry in 2024. #MachineLearning #SocialMedia #StartupLife,104,11,7,3355,83,9374
POST_00497,twitter,2023-12-19 20:04:00,Big news: we've crossed 10k users with our data science platform. #ContentMarketing #Tech #MachineLearning #Python,62,10,2,4001,112,24295
POST_00498,instagram,2023-12-19 10:50:00,Big news: we've crossed 10k users with our machine learning platform. #MachineLearning #ContentMarketing,283,61,28,6779,96,21574
